id,elevacao,aspeto,inclinacao,dh_agua,dv_agua,dh_estrada,sombra_9,sombra_12,sombra_15,dh_Incendio,area,solo,floresta
4179,3151,141,16,85,1,3065,242,234,117,1012,2,13,3
4180,3238,261,6,600,94,2087,206,243,176,1997,2,13,2
4181,2894,167,13,247,39,2373,230,244,144,2227,2,10,3
4182,2869,163,10,404,27,2407,230,243,145,2029,2,10,6
4183,2961,152,25,685,295,2379,241,232,105,1771,2,16,1
4184,2954,151,23,674,288,2387,242,232,106,1784,2,16,1
4185,2752,139,22,404,123,2589,247,227,97,2105,2,2,4
4186,2679,108,18,247,45,2391,247,217,92,2313,2,16,6
4187,2600,179,15,67,15,1731,225,248,151,2832,2,16,4
4188,3115,42,30,150,53,1380,209,161,68,395,4,13,2
4189,3391,148,9,335,191,2685,232,240,139,579,2,3,2
4190,2945,152,4,30,1,2120,224,239,151,3123,2,10,2
4191,2848,223,8,886,76,2280,210,248,175,1624,2,9,6
4192,2605,128,23,67,22,1790,250,220,85,2846,2,16,4
4193,3127,158,16,42,-3,2981,236,241,130,1084,2,13,3
4194,3244,254,7,671,107,1994,204,245,179,2131,2,13,2
4195,3271,270,3,900,140,1939,212,240,166,2363,2,13,2
4196,2857,128,27,767,78,2266,252,212,69,1654,2,3,6
4197,2925,161,25,607,259,2337,236,237,116,1852,2,16,1
4198,2850,104,23,566,208,2423,251,203,66,1989,2,2,4
4199,2655,133,20,180,21,2312,247,226,97,2398,2,16,6
4200,2655,173,14,182,21,2202,228,246,147,2486,2,16,4
4201,3246,7,13,175,53,1504,203,213,146,379,4,13,2
4202,2919,169,19,437,170,1802,231,244,136,977,2,3,6
4203,2892,319,41,390,163,2748,86,168,203,313,2,13,2
4204,3349,243,11,360,38,942,199,249,187,1650,2,3,2
4205,2833,206,8,787,58,2225,215,248,168,1680,2,9,6
4206,2857,276,14,845,167,2220,181,242,200,1690,2,3,6
4207,2864,286,14,837,187,2220,181,239,197,1693,2,3,6
4208,2577,68,3,0,0,1631,222,234,148,2825,2,9,7
4209,2952,72,26,85,7,1989,239,179,0,3272,2,10,2
4210,2905,165,28,577,239,2263,232,236,116,1879,2,16,1
4211,2696,129,18,234,67,2514,247,226,101,2275,2,2,4
4212,2629,193,22,85,22,1986,212,251,163,2685,2,16,4
4213,2584,345,11,30,4,1667,199,223,163,2892,2,9,7
4214,3365,11,5,541,26,870,215,230,152,2340,2,3,1
4215,3353,76,6,534,31,878,228,229,136,2490,2,13,1
4216,3349,75,7,484,38,886,228,228,133,2550,2,13,1
4217,2845,159,10,301,17,2271,231,242,142,2114,2,10,6
4218,2860,149,18,201,109,2040,240,236,119,793,2,3,6
4219,2854,139,20,175,103,2070,246,229,101,767,2,3,6
4220,3356,236,2,309,27,904,216,240,162,2041,2,3,1
4221,2864,294,22,759,163,2130,153,229,214,1779,2,3,6
4222,2894,309,17,735,204,2131,170,226,196,1790,2,3,6
4223,2662,133,18,150,33,2438,246,228,104,2359,2,2,4
4224,2625,189,10,60,-4,2184,221,248,160,2546,2,16,6
4225,2609,177,16,42,11,1962,226,247,148,2724,2,16,7
4226,3359,76,8,525,37,934,230,226,128,2462,2,3,1
4227,2755,100,25,309,122,2375,252,197,59,2232,2,2,4
4228,2630,127,5,42,-3,2287,229,237,142,2483,2,16,7
4229,2629,73,5,30,-4,2258,226,230,139,2504,2,9,7
4230,2598,144,4,0,0,1922,226,239,147,2766,2,9,7
4231,3367,73,5,552,28,960,226,230,139,2403,2,3,1
4232,3273,178,15,306,67,1693,225,248,150,1732,2,13,2
4233,3329,209,18,418,162,2318,203,254,181,1075,2,13,2
4234,2630,55,14,0,0,2220,228,210,112,2546,2,9,7
4235,2840,139,15,210,89,2010,241,234,118,865,2,3,6
4236,3055,294,11,255,-15,2239,189,237,189,1262,2,13,2
4237,3330,209,10,180,19,1087,213,249,171,1687,2,7,1
4238,3356,285,3,277,17,990,212,239,165,2105,2,3,1
4239,3350,183,14,534,200,2638,223,249,155,799,2,3,2
4240,2879,292,24,671,178,2040,146,228,218,1869,2,3,6
4241,2622,342,25,127,30,1624,161,195,167,2839,2,2,7
4242,3323,222,7,150,12,1127,211,247,173,1660,2,7,1
4243,3302,126,16,424,82,1429,245,227,106,2096,2,3,2
4244,3296,76,17,323,101,3384,238,207,93,503,2,3,3
4245,3195,77,9,85,5,2213,232,223,122,1648,2,13,2
4246,2876,130,24,443,97,2062,250,219,82,1924,2,3,3
4247,2846,120,28,484,68,2051,254,203,57,1909,2,3,3
4248,2808,176,4,560,43,2024,221,241,156,1892,2,9,6
4249,2637,13,16,210,49,1530,203,207,138,2837,2,2,7
4250,3082,45,15,395,98,1674,223,206,114,3540,2,13,2
4251,2847,286,24,607,90,1981,146,231,221,1922,2,3,6
4252,2900,292,19,607,199,1980,165,233,207,1931,2,3,6
4253,2805,173,24,458,136,2037,227,243,135,2040,2,2,3
4254,2830,149,20,150,82,1952,242,234,112,966,2,3,6
4255,2799,121,21,120,48,2102,250,218,85,850,2,3,6
4256,3301,242,5,90,6,1266,211,243,170,1489,2,7,1
4257,3323,259,6,90,12,1170,206,244,176,1697,2,13,1
4258,3308,20,10,976,192,1622,213,218,141,2850,2,13,2
4259,2827,157,25,120,79,1924,238,234,110,1008,2,3,6
4260,3114,337,12,228,-18,1910,195,224,168,902,2,13,2
4261,2722,133,24,201,75,2218,249,221,86,2380,2,16,4
4262,2629,75,16,124,18,2147,238,207,95,2616,2,13,7
4263,3323,264,7,30,5,1226,202,244,181,1707,2,13,1
4264,2807,158,12,42,5,2008,233,242,138,2341,2,10,6
4265,2821,312,20,484,64,1896,162,221,197,2010,2,9,6
4266,2632,339,18,120,21,1994,179,212,170,2601,2,13,7
4267,2655,328,27,150,44,1879,146,198,186,2619,2,2,7
4268,2815,183,16,228,51,1690,222,249,154,1240,2,3,6
4269,2774,164,37,60,26,1988,225,223,95,999,2,3,6
4270,2757,149,22,30,6,2167,242,233,108,872,2,3,3
4271,2820,257,15,127,23,2496,183,248,202,702,2,3,3
4272,3243,180,7,524,133,1613,223,244,156,2385,2,13,2
4273,2817,135,4,0,0,1939,226,238,146,2480,2,9,6
4274,2808,278,20,430,47,1872,161,239,216,2041,2,9,6
4275,2881,246,11,503,176,1860,197,249,189,2046,2,3,6
4276,2697,15,24,270,93,1641,191,183,121,2642,2,2,7
4277,3177,239,1,335,24,1597,216,240,161,272,2,13,2
4278,2810,101,9,30,-3,1930,235,228,124,2439,2,9,6
4279,2809,207,18,175,31,1920,205,254,178,2202,2,10,3
4280,2787,232,12,379,26,1850,201,251,186,2073,2,9,6
4281,2655,337,27,180,44,1979,150,191,173,2542,2,13,7
4282,3325,311,20,1041,215,1470,164,222,197,2854,2,13,2
4283,2795,141,3,0,0,1914,224,238,150,2335,2,9,6
4284,2794,163,6,30,-2,1909,226,242,149,2322,2,9,6
4285,2835,194,20,182,57,1891,213,252,165,2168,2,3,3
4286,3325,349,20,342,62,1168,180,204,159,708,4,13,2
4287,3192,324,8,351,19,1577,200,231,171,127,2,13,2
4288,2795,90,6,0,0,1884,229,231,136,2362,2,9,6
4289,2869,168,22,430,164,1770,231,242,131,2133,2,16,6
4290,2675,38,15,127,43,2230,218,205,118,2461,2,2,7
4291,2707,331,29,247,96,1878,140,191,183,2496,2,2,7
4292,3319,346,19,255,29,1253,179,205,162,828,4,13,2
4293,3168,184,22,30,11,2248,219,249,152,1441,2,13,2
4294,3211,193,30,256,80,2724,201,247,160,1019,2,13,2
4295,2779,251,16,295,25,1761,184,249,202,2163,2,9,6
4296,2843,224,22,362,104,1744,186,254,198,2160,2,3,6
4297,2655,145,12,30,3,2080,237,238,130,2445,2,9,7
4298,2651,133,8,30,3,2097,233,236,135,2442,2,9,7
4299,2668,349,17,242,35,2106,186,209,159,2437,2,13,7
4300,2843,189,24,366,116,1711,213,249,157,2192,2,16,6
4301,2688,146,12,108,19,1855,236,238,131,2379,2,2,3
4302,2678,45,24,192,45,2178,218,179,83,2402,2,2,7
4303,3372,82,7,481,50,1350,230,228,132,2454,2,3,1
4304,3033,153,4,30,0,2624,225,240,150,1368,2,13,3
4305,3186,159,13,362,6,1996,233,242,137,1919,2,13,2
4306,2699,335,21,330,88,2001,168,207,176,2385,2,2,7
4307,3262,27,12,577,186,779,215,214,134,895,4,13,2
4308,2679,319,23,85,27,2076,154,212,195,2345,2,2,7
4309,2694,339,20,277,61,2100,173,207,171,2345,2,2,7
4310,2698,342,20,297,66,2072,174,205,168,2347,2,2,7
4311,2743,305,20,365,132,1852,162,225,202,2377,2,2,7
4312,2779,333,2,30,2,1711,214,236,160,2410,2,9,6
4313,2785,265,24,212,46,1638,152,242,225,2282,2,3,6
4314,2815,231,10,242,88,1627,205,249,181,2280,2,3,6
4315,2697,316,20,124,45,2071,162,218,194,2313,2,2,7
4316,2734,324,18,390,123,1895,172,218,184,2338,2,2,7
4317,3237,339,20,362,36,1630,175,208,170,450,2,13,2
4318,3375,104,4,524,53,1440,226,234,143,2445,2,3,1
4319,3150,160,24,330,11,1847,237,237,116,2054,2,13,2
4320,2776,105,3,42,-2,1680,224,236,147,2411,2,9,6
4321,2784,264,23,182,45,1608,157,244,222,2312,2,3,6
4322,2711,357,20,297,67,2107,184,200,150,2283,2,2,7
4323,3358,304,7,300,47,1489,200,236,176,1992,2,3,2
4324,3128,165,24,272,-9,1782,233,239,123,2110,2,13,2
4325,2715,317,15,190,64,2044,178,225,186,2252,2,2,7
4326,2733,336,22,361,91,2040,166,204,174,2257,2,2,7
4327,2751,342,13,376,56,1872,193,220,166,2279,2,2,7
4328,3178,100,18,481,24,3037,246,213,89,1128,2,3,3
4329,3377,90,4,553,38,1530,226,233,143,2411,2,3,1
4330,2736,165,12,67,-2,1535,230,244,143,2407,2,9,6
4331,2713,314,19,201,66,1940,166,222,194,2197,2,2,7
4332,2762,38,5,379,67,1879,220,228,144,2215,2,2,7
4333,3267,332,11,379,39,1741,193,225,172,782,2,13,2
4334,2764,335,9,446,117,2003,200,228,167,2138,2,2,7
4335,3190,354,14,323,53,2205,196,215,156,631,2,3,2
4336,3379,75,5,595,45,1620,226,231,140,2410,2,3,1
4337,3092,147,21,335,76,1800,243,232,107,2175,2,13,2
4338,2716,22,15,240,59,1723,209,207,131,2142,2,2,3
4339,2758,342,14,335,112,1952,190,218,166,2101,2,2,7
4340,2698,347,9,30,1,1419,202,225,161,2335,2,9,6
4341,2697,310,15,108,3,1517,178,229,190,2212,2,9,6
4342,2941,258,10,42,8,2962,195,246,189,1180,2,13,2
4343,3017,153,15,170,2,2553,237,239,128,1533,2,13,3
4344,2760,309,16,362,103,1867,175,228,193,2044,2,2,7
4345,3408,55,8,492,76,1712,225,223,132,2218,2,13,1
4346,3376,274,12,295,61,1777,189,243,193,1986,2,3,2
4347,3392,74,8,573,43,1740,230,226,129,2368,2,13,1
4348,3132,60,10,424,57,1195,228,218,122,2770,2,13,3
4349,2743,10,4,242,61,1523,215,231,153,2069,2,2,6
4350,3083,146,27,301,110,2827,245,224,89,1422,2,13,3
4351,2721,27,8,30,6,1289,217,223,142,2259,2,2,6
4352,2962,33,23,247,56,2647,209,183,100,1307,2,13,3
4353,3084,239,11,446,55,2951,200,249,186,767,2,3,2
4354,3320,5,10,418,47,1978,207,220,150,1316,2,13,2
4355,3400,98,7,488,51,1800,231,231,132,2336,2,3,1
4356,3396,94,7,509,47,1800,231,230,132,2364,2,3,1
4357,2740,287,12,272,40,1425,186,239,193,2040,2,2,6
4358,3096,51,12,95,11,3247,226,213,119,1348,2,13,2
4359,2751,324,4,323,57,1448,209,235,165,1983,2,2,6
4360,3289,353,12,725,61,2037,200,219,157,793,2,3,2
4361,3301,34,7,42,1,2006,219,225,142,1716,2,13,2
4362,2749,285,5,342,49,1406,207,240,172,1964,2,2,6
4363,2756,330,4,426,77,1513,210,235,163,1914,2,2,4
4364,3020,259,8,134,10,3234,200,245,184,1006,2,3,2
4365,3227,252,9,716,90,2297,200,247,185,644,2,13,2
4366,3020,206,27,258,118,1974,193,252,181,2060,2,13,3
4367,2739,340,6,0,0,1146,207,231,163,2239,2,9,6
4368,3393,162,3,424,44,1920,222,240,153,2415,2,3,1
4369,2742,9,7,30,3,1120,212,225,151,2197,2,9,6
4370,2724,355,8,242,14,1222,207,226,157,2012,2,9,6
4371,2728,340,9,258,13,1194,201,227,165,1986,2,2,6
4372,3358,4,12,537,82,2147,204,216,149,1374,2,3,2
4373,2746,23,7,0,0,1052,216,225,145,2202,2,9,6
4374,3030,42,13,120,12,3283,222,212,123,1500,2,13,2
4375,2921,198,19,90,8,2125,211,253,169,1998,2,13,3
4376,3037,67,9,953,218,1090,229,222,125,2371,2,3,3
4377,2879,24,11,67,2,1922,214,216,137,1932,2,13,3
4378,3007,13,22,277,62,2964,193,189,127,1560,2,13,2
4379,3203,303,10,626,56,2676,193,236,182,175,2,13,2
4380,3270,288,9,547,-4,2490,195,239,184,577,2,3,2
4381,2754,33,5,30,1,932,219,229,147,2228,2,9,6
4382,2885,67,18,190,106,2097,235,200,90,1924,2,13,3
4383,3389,286,6,247,40,2160,203,240,176,2480,2,13,1
4384,2758,13,3,0,0,875,216,233,154,2206,2,9,6
4385,3036,298,5,391,91,2874,207,238,170,1680,2,3,2
4386,3194,285,11,685,138,2879,190,240,190,90,2,3,2
4387,2888,189,6,0,0,1900,220,244,159,2252,2,7,3
4388,2759,350,4,0,0,853,212,233,158,2228,2,9,6
4389,2843,75,33,124,59,2247,239,161,27,1945,2,3,3
4390,3030,347,13,361,20,2886,196,219,162,1353,2,3,2
4391,2955,25,15,210,34,2224,211,205,127,2131,2,13,2
4392,3404,311,9,190,31,2340,195,234,179,2581,2,13,1
4393,3144,93,25,430,130,3290,250,192,55,1816,2,13,2
4394,2946,326,17,180,20,1813,175,218,182,1489,2,13,3
4395,3373,287,16,0,0,2409,173,237,204,2474,2,13,1
4396,2968,206,28,120,17,1549,191,252,181,1045,2,3,3
4397,3251,245,10,256,-23,2820,200,248,185,481,2,13,2
4398,3059,64,28,384,134,2079,232,171,53,1744,2,13,3
4399,3379,301,15,30,3,2469,178,233,195,2512,2,13,1
4400,3282,56,15,624,243,3754,229,207,107,1994,2,3,2
4401,3241,105,22,497,212,3602,250,207,74,2042,2,3,2
4402,3279,80,4,216,11,1170,225,232,142,2072,4,13,2
4403,3260,30,8,120,5,810,218,223,141,1965,4,13,2
4404,2944,135,3,430,13,1868,224,238,149,1199,2,13,3
4405,3233,198,12,162,-13,3053,217,250,166,335,2,13,2
4406,3225,96,14,95,9,541,241,219,105,1956,4,13,2
4407,3401,161,15,361,45,2881,234,242,135,1801,2,3,2
4408,2941,104,14,212,73,2222,243,221,104,1739,2,13,3
4409,3105,38,22,616,117,2223,215,187,98,2563,2,13,2
4410,3023,79,21,404,156,1804,242,198,76,2771,2,13,2
4411,2830,286,20,67,26,2130,162,235,212,1416,2,3,3
4412,2912,305,15,382,114,2121,177,231,193,1209,2,13,2
4413,3369,141,13,175,13,3035,239,236,124,1991,2,3,2
4414,3085,307,23,268,74,2768,151,219,206,2467,2,13,2
4415,2946,14,19,150,87,1201,198,196,131,3274,2,13,2
4416,2898,291,34,180,94,1982,106,211,234,1207,2,3,3
4417,3148,292,16,60,20,2779,174,236,201,541,2,13,2
4418,3306,203,21,350,57,3238,204,253,175,1101,2,3,3
4419,3315,180,19,323,66,3225,224,248,149,1154,2,3,3
4420,3041,123,10,0,0,3376,237,233,126,2495,2,13,2
4421,3028,70,5,42,0,3167,225,230,140,2516,2,13,2
4422,3251,75,30,371,214,3827,240,170,39,2538,2,13,2
4423,2890,34,14,0,0,1770,217,207,122,1381,2,13,3
4424,3343,28,11,120,8,3365,216,215,134,2145,2,13,2
4425,3213,333,26,418,192,2718,151,196,179,2779,2,13,2
4426,3008,355,14,330,149,1034,196,214,155,3471,2,13,2
4427,2937,78,10,124,17,1756,233,222,120,1530,2,13,2
4428,3017,14,15,570,96,1482,205,209,138,424,2,13,2
4429,2915,357,12,60,0,1680,201,218,155,1358,2,3,3
4430,3326,294,10,124,21,3450,192,238,186,1932,2,3,2
4431,3118,148,14,60,2,480,238,238,128,2147,4,13,2
4432,3193,211,11,379,52,2588,212,250,173,878,2,13,3
4433,3118,122,14,30,2,510,243,228,110,2138,4,13,2
4434,3138,178,14,531,47,2115,225,247,151,947,2,3,3
4435,3403,130,29,285,174,3762,252,208,62,3128,2,14,1
4436,3363,163,25,270,134,3838,234,237,118,3070,2,14,1
4437,2989,63,20,170,13,1601,233,194,84,1421,2,13,2
4438,3434,145,16,382,196,3690,241,236,119,3247,2,14,1
4439,3107,176,7,30,-4,600,224,244,154,2014,4,13,2
4440,3030,39,16,234,46,1604,219,202,113,1307,2,3,2
4441,3173,213,17,270,50,2482,203,254,182,994,2,3,3
4442,3067,342,7,0,0,3472,206,230,162,2912,2,13,2
4443,3087,187,10,323,18,999,221,247,159,3217,2,13,2
4444,3387,161,9,330,75,1458,230,242,144,2897,4,13,1
4445,3381,169,7,330,69,1387,226,243,151,2874,4,13,1
4446,3369,228,6,376,53,3640,212,245,171,2163,2,13,1
4447,3395,252,6,474,54,3635,207,244,176,2305,2,14,1
4448,3173,35,11,732,46,2325,219,215,130,3181,2,13,2
4449,3425,120,9,153,46,1879,236,233,128,3089,4,14,1
4450,3100,171,6,60,-3,598,224,243,153,1798,4,13,2
4451,3118,213,13,295,27,2155,208,252,178,812,2,3,3
4452,3329,254,8,331,13,3660,203,245,181,1959,2,3,2
4453,3394,252,7,503,59,3664,205,245,178,2282,2,14,1
4454,3457,111,21,430,219,3719,251,211,78,3383,2,14,1
4455,3242,100,4,552,213,2848,227,234,142,3059,2,13,2
4456,3129,163,10,750,92,1756,230,243,145,703,2,3,3
4457,3268,168,40,120,39,3952,217,220,96,3220,2,13,1
4458,3220,81,6,722,196,2656,228,230,136,3136,2,13,2
4459,3078,346,9,384,61,1626,203,226,161,1015,2,3,3
4460,3236,265,11,190,28,3182,191,245,193,1549,2,13,2
4461,3374,229,9,384,52,3740,207,248,178,2160,2,13,1
4462,3458,109,17,437,220,3762,247,219,96,3450,2,14,1
4463,3239,173,29,90,27,4055,223,239,126,3197,2,13,1
4464,3103,61,5,85,2,750,224,229,141,1873,4,13,2
4465,2993,49,29,242,53,1380,218,166,64,1148,2,3,3
4466,3188,288,9,60,9,2896,195,239,184,1348,2,13,2
4467,3328,252,8,242,12,3661,204,245,180,1892,2,3,2
4468,3418,101,20,342,180,3826,249,208,79,3435,2,14,1
4469,3378,147,17,285,-3,1889,240,236,119,3175,4,14,1
4470,3250,152,19,300,-5,1124,240,237,119,2754,4,13,2
4471,3369,243,10,350,47,3800,201,248,184,2113,2,13,1
4472,3410,98,16,306,172,3866,244,216,96,3448,2,14,1
4473,3220,127,7,30,-2,4045,233,235,135,3294,2,13,1
4474,3161,111,21,90,4,4097,250,213,81,3127,2,13,2
4475,3263,126,25,67,25,3999,252,213,73,3376,2,13,1
4476,3223,93,10,0,0,4056,237,224,118,3332,2,13,1
4477,3054,211,23,484,238,1511,194,254,186,323,2,3,3
4478,3335,185,15,120,19,3720,221,249,157,1889,2,13,1
4479,3382,103,29,240,144,3946,253,188,40,3476,2,13,1
4480,3101,67,6,170,1,824,227,228,135,1657,4,13,2
4481,3338,253,9,150,16,3798,201,246,184,1932,2,13,1
4482,3404,108,21,301,166,3948,250,211,79,3529,2,14,1
4483,3209,47,15,60,-13,4138,224,206,112,3368,2,13,1
4484,3137,81,10,0,0,4060,234,222,118,3208,2,13,2
4485,3063,90,2,297,-37,658,222,236,150,1517,4,13,2
4486,3325,101,38,190,87,4025,251,162,0,3506,2,13,1
4487,3248,22,10,742,84,2785,214,218,140,3326,2,13,2
4488,3353,73,7,190,31,1902,229,226,131,3283,4,13,1
4489,3084,139,5,90,-4,1458,228,238,144,3240,2,13,2
4490,3315,122,8,30,-1,1740,233,234,133,3239,4,13,1
4491,3306,83,18,192,68,4093,242,206,88,3549,2,13,1
4492,3547,111,35,420,154,2408,254,179,21,3570,4,14,1
4493,3317,96,9,0,0,1782,234,228,125,3276,4,13,1
4494,3118,182,8,150,15,990,223,245,156,1762,4,13,2
4495,3230,315,23,433,143,3350,153,214,199,3320,2,13,2
4496,3075,90,5,30,-2,1425,227,232,139,3182,2,13,2
4497,3505,109,31,450,108,2372,254,189,39,3569,4,14,1
4498,2879,41,25,295,66,1084,214,178,85,696,2,13,3
4499,3031,250,19,553,77,1366,177,250,209,400,2,3,3
4500,3050,156,12,361,49,1523,234,241,136,638,2,3,2
4501,3371,298,10,313,49,3845,192,237,185,1910,2,13,1
4502,3435,125,22,175,72,4045,251,218,84,3770,2,13,1
4503,3368,60,10,285,46,2067,228,219,123,3455,4,13,1
4504,3364,60,9,256,42,2044,228,221,126,3445,4,13,1
4505,3246,242,6,150,12,3173,209,245,173,1443,2,13,2
4506,3474,149,20,242,67,4013,242,234,113,3881,2,13,1
4507,3094,24,9,42,2,1621,215,220,141,3091,2,13,2
4508,3544,101,35,450,147,2496,252,169,14,3690,4,14,1
4509,3356,62,11,216,34,2018,230,216,118,3445,4,13,1
4510,3351,63,10,192,29,1996,229,221,124,3417,4,13,1
4511,3103,151,8,175,0,1040,231,240,141,1676,4,13,2
4512,3066,149,17,127,-32,849,240,237,121,1476,4,13,2
4513,3267,243,13,30,3,3366,194,250,193,1533,2,3,2
4514,3265,330,17,566,168,3337,177,217,178,3446,2,14,3
4515,3398,107,14,240,1,2221,243,223,106,3565,4,13,1
4516,3189,97,17,42,6,1390,245,214,93,2549,4,13,2
4517,3332,103,14,190,10,1973,243,221,103,3312,4,13,1
4518,3322,135,12,180,0,1931,239,235,124,3255,4,13,1
4519,2988,61,6,134,25,180,225,227,136,1130,4,13,2
4520,3153,55,10,424,112,1288,226,219,126,1124,2,3,3
4521,2978,251,24,492,157,1216,161,248,220,272,2,3,3
4522,3164,190,8,30,2,2567,220,247,160,1092,2,13,2
4523,3420,140,17,153,57,4137,243,233,112,3904,2,13,1
4524,3118,37,5,0,0,1964,220,229,146,3029,2,13,2
4525,3418,152,16,170,21,4155,238,239,126,3945,2,13,1
4526,3254,339,22,484,149,3621,167,202,171,3513,2,14,1
4527,3248,102,20,297,87,2573,249,210,81,3171,2,14,1
4528,3100,309,18,446,125,1128,169,226,196,2213,2,3,2
4529,3427,93,18,192,30,2371,246,209,85,3695,4,13,1
4530,3407,92,11,153,10,2301,238,222,114,3660,4,13,1
4531,3379,52,9,228,-14,2122,225,221,130,3434,4,13,1
4532,3429,156,23,90,22,4138,239,236,114,4042,2,13,1
4533,3284,332,17,582,182,3522,178,216,177,3550,2,14,1
4534,3305,90,14,391,81,2795,241,216,101,3235,2,3,1
4535,3267,283,19,153,38,3303,165,237,211,1423,2,3,2
4536,3405,157,12,134,8,4212,233,241,137,3998,2,13,1
4537,3277,323,17,564,172,3589,175,221,184,3576,2,14,1
4538,3294,328,13,624,192,3506,188,224,175,3583,2,14,1
4539,3305,331,12,636,60,3424,192,225,172,3554,2,14,1
4540,3342,313,11,551,107,3234,191,232,180,3438,2,3,1
4541,3328,40,7,418,104,2993,221,224,138,3302,2,3,1
4542,3552,84,29,306,50,2598,246,177,39,3851,4,14,1
4543,3468,73,29,228,71,2479,238,171,42,3786,4,14,1
4544,3386,56,3,134,-10,2228,222,232,146,3503,4,13,1
4545,3386,293,14,404,85,3628,180,236,196,1657,2,13,1
4546,3316,329,11,579,61,3449,193,227,173,3505,2,14,1
4547,3325,317,11,552,80,3368,192,231,179,3453,2,14,1
4548,3126,13,12,268,15,1782,208,215,142,2851,2,13,2
4549,3373,121,14,120,-5,2206,243,228,111,3400,4,13,1
4550,3323,55,14,120,-11,2059,228,210,112,3198,4,13,1
4551,3375,285,12,384,86,3561,187,240,193,1592,2,13,1
4552,3448,197,13,633,136,4138,216,251,166,2964,2,14,1
4553,3230,98,15,60,-7,4658,244,217,99,3769,2,13,2
4554,3321,331,13,552,66,3462,189,223,174,3481,2,14,1
4555,3330,330,12,524,85,3381,192,226,173,3429,2,14,1
4556,3335,108,11,335,111,3036,239,227,118,3223,2,3,1
4557,3009,11,14,201,43,120,204,211,142,904,4,13,2
4558,3316,250,25,323,64,3391,157,248,222,1443,2,3,1
4559,3306,345,19,600,185,3665,180,207,164,3584,2,14,1
4560,3337,339,13,495,82,3394,191,221,168,3404,2,14,1
4561,3341,126,10,342,106,3103,238,233,125,3226,2,14,1
4562,3309,139,17,268,85,2948,243,232,112,3140,2,14,1
4563,3302,138,18,256,78,2922,244,231,108,3126,2,14,1
4564,3182,111,22,85,18,2557,251,210,75,2960,2,13,2
4565,3381,125,8,30,-1,2312,234,235,133,3471,4,13,1
4566,3042,301,4,134,14,553,208,238,168,1189,4,13,2
4567,3407,143,17,108,0,4279,242,234,116,4257,2,13,1
4568,3390,126,8,60,-9,4310,234,235,132,4200,2,13,1
4569,3311,1,20,509,165,3814,188,200,146,3658,2,14,1
4570,3311,359,19,531,175,3786,188,201,148,3638,2,14,1
4571,3357,302,9,417,112,3302,194,236,181,3312,2,3,1
4572,3072,62,14,0,0,741,231,211,109,1440,4,5,2
4573,2967,204,6,0,0,1294,217,246,165,361,2,13,2
4574,3395,155,16,228,23,4175,237,240,128,3388,2,13,1
4575,3328,100,13,60,-14,4485,242,221,107,4039,2,13,1
4576,3323,352,19,594,185,3744,182,203,156,3576,2,14,1
4577,3164,79,1,0,0,2538,220,236,152,2884,2,13,2
4578,2972,345,12,30,4,324,196,221,163,837,4,13,2
4579,3416,193,16,553,124,4261,216,251,164,2894,2,13,1
4580,3422,192,15,484,110,4243,218,251,163,3007,2,13,1
4581,3405,228,13,30,2,4201,201,251,186,3668,2,8,1
4582,3396,131,10,150,-3,4337,237,235,128,4310,2,13,1
4583,3370,133,10,30,4,4412,236,236,130,4187,2,13,1
4584,3332,359,19,573,186,3811,189,202,148,3593,2,14,1
4585,3094,76,12,547,35,630,235,217,111,1110,2,3,3
4586,3417,195,13,443,105,4268,217,251,165,3026,2,13,1
4587,3384,208,12,95,3,4231,211,251,173,3486,2,13,1
4588,3356,28,8,42,0,4478,217,223,141,4164,2,13,1
4589,3344,351,19,552,10,3770,184,205,157,3531,2,14,1
4590,3347,352,18,492,13,3690,185,205,156,3472,2,14,1
4591,3360,346,15,400,77,3503,191,216,163,3342,2,14,1
4592,3067,61,16,663,8,607,231,206,103,1008,2,3,3
4593,3371,165,16,774,92,4351,232,243,137,2312,2,13,1
4594,3394,197,15,564,114,4342,215,252,167,2761,2,13,1
4595,3397,191,16,524,105,4326,218,251,162,2846,2,13,1
4596,3371,139,10,30,3,4434,235,237,132,4293,2,13,1
4597,3355,5,17,376,161,4246,196,205,143,3860,2,14,1
4598,3348,8,18,457,163,4082,196,202,139,3734,2,14,1
4599,3350,359,17,516,176,3973,192,205,149,3650,2,14,1
4600,3352,351,18,552,18,3810,184,206,158,3528,2,14,1
4601,3120,326,9,679,105,1438,198,230,172,2195,2,3,2
4602,2980,351,6,0,0,270,210,230,159,834,4,13,2
4603,2981,297,10,30,4,750,193,237,184,1200,3,13,2
4604,3366,193,13,750,127,4396,218,250,164,2356,2,13,1
4605,3375,138,20,234,30,4300,246,228,100,3268,2,13,1
4606,3368,189,12,577,110,4432,220,249,160,2599,2,13,1
4607,3360,176,12,170,15,4327,226,246,150,3318,2,13,1
4608,3374,230,8,0,0,4320,207,248,177,3551,2,8,1
4609,3371,4,18,457,177,4216,194,203,144,3778,2,14,1
4610,3368,354,18,573,20,3918,188,206,154,3544,2,14,1
4611,2992,13,3,30,-2,228,216,233,154,853,4,13,2
4612,3101,112,10,480,42,510,238,229,121,1209,2,3,3
4613,3217,324,6,242,34,2366,205,233,168,815,2,3,2
4614,3374,137,12,42,8,4497,239,235,124,4414,2,14,1
